Line,Date,OnTimeRate,AddedJourneyMin,Passengers,TerminalOTP,ServiceAreaIncome,IncomeBracket,Modernized,CBTCActivation
JZ,2018-01-01,0.72,3.397,2000030,0.5986,91953.0,Low,No,
JZ,2018-02-01,0.7507,2.828,1694383,0.5948,91953.0,Low,No,
JZ,2018-03-01,0.7632,2.83,2022685,0.7041,91953.0,Low,No,
JZ,2018-04-01,0.7683,2.774,2059037,0.6719,91953.0,Low,No,
JZ,2018-05-01,0.776,2.401,2254990,0.715,91953.0,Low,No,
JZ,2018-06-01,0.7593,2.745,1964830,0.6559,91953.0,Low,No,
JZ,2018-07-01,0.7516,2.767,2094006,0.6002,91953.0,Low,No,
JZ,2018-08-01,0.7568,2.897,2370878,0.571,91953.0,Low,No,
JZ,2018-09-01,0.7348,3.275,1907579,0.5485,91953.0,Low,No,
JZ,2018-10-01,0.7222,3.155,2641845,0.542,91953.0,Low,No,
JZ,2018-11-01,0.6893,3.697,2494049,0.5989,91953.0,Low,No,
JZ,2018-12-01,0.7234,2.976,2254598,0.5937,91953.0,Low,No,
JZ,2019-01-01,0.7513,2.735,2340769,0.6665,91953.0,Low,No,
JZ,2019-02-01,0.8213,2.664,1907176,0.6573,91953.0,Low,No,
JZ,2019-03-01,0.7851,2.298,2369953,0.7378,91953.0,Low,No,
JZ,2019-04-01,0.7713,2.699,2500187,0.7967,91953.0,Low,No,
JZ,2019-05-01,0.7857,2.424,2489738,0.7513,91953.0,Low,No,
JZ,2019-06-01,0.826,1.94,2276114,0.8272,91953.0,Low,No,
JZ,2019-07-01,0.8484,1.751,2399586,0.837,91953.0,Low,No,
JZ,2019-08-01,0.8359,1.874,2283903,0.8464,91953.0,Low,No,
JZ,2019-09-01,0.8258,2.015,2097661,0.8529,91953.0,Low,No,
JZ,2019-10-01,0.8078,2.216,2797218,0.8264,91953.0,Low,No,
JZ,2019-11-01,0.8016,2.323,2322223,0.8493,91953.0,Low,No,
JZ,2019-12-01,0.7881,2.361,2494339,0.805,91953.0,Low,No,
JZ,2020-01-01,0.7975,2.385,2579982,,91953.0,Low,No,
JZ,2020-02-01,0.8074,2.277,2016504,,91953.0,Low,No,
JZ,2020-03-01,0.8392,1.796,1162150,,91953.0,Low,No,
JZ,2020-04-01,0.7347,2.616,145536,,91953.0,Low,No,
JZ,2020-05-01,0.8491,0.432,245738,,91953.0,Low,No,
JZ,2020-06-01,0.8503,1.074,443785,,91953.0,Low,No,
JZ,2020-07-01,0.8346,1.45,535894,,91953.0,Low,No,
JZ,2020-08-01,0.8254,1.667,576006,,91953.0,Low,No,
JZ,2020-09-01,0.8288,1.498,585064,,91953.0,Low,No,
JZ,2020-10-01,0.8451,1.486,818279,,91953.0,Low,No,
JZ,2020-11-01,0.861,1.319,766048,,91953.0,Low,No,
JZ,2020-12-01,0.8225,1.656,818089,,91953.0,Low,No,
JZ,2021-01-01,0.8537,1.311,717450,,91953.0,Low,No,
JZ,2021-02-01,0.8071,2.439,689020,,91953.0,Low,No,
JZ,2021-03-01,0.8367,1.976,861244,,91953.0,Low,No,
JZ,2021-04-01,0.8385,1.505,882147,,91953.0,Low,No,
JZ,2021-05-01,0.8353,1.539,784200,,91953.0,Low,No,
JZ,2021-06-01,0.838,1.342,948522,,91953.0,Low,No,
JZ,2021-07-01,0.8161,1.749,956563,,91953.0,Low,No,
JZ,2021-08-01,0.8231,1.512,1044877,,91953.0,Low,No,
JZ,2021-09-01,0.8305,1.689,929467,,91953.0,Low,No,
JZ,2021-10-01,0.8342,1.61,1218533,,91953.0,Low,No,
JZ,2021-11-01,0.8269,2.058,1374701,,91953.0,Low,No,
JZ,2021-12-01,0.8232,1.689,1381423,,91953.0,Low,No,
JZ,2022-01-01,0.818,1.455,1410648,,91953.0,Low,No,
JZ,2022-02-01,0.818,2.111,1024709,,91953.0,Low,No,
JZ,2022-03-01,0.8347,1.737,1407513,,91953.0,Low,No,
JZ,2022-04-01,0.8452,1.524,1366401,,91953.0,Low,No,
JZ,2022-05-01,0.8111,2.184,1358084,,91953.0,Low,No,
JZ,2022-06-01,0.8079,2.686,1483236,,91953.0,Low,No,
JZ,2022-07-01,0.7618,2.777,1006895,,91953.0,Low,No,
JZ,2022-08-01,0.824,1.826,1046587,,91953.0,Low,No,
JZ,2022-09-01,0.8285,1.81,979990,,91953.0,Low,No,
JZ,2022-10-01,0.8284,1.789,1393445,,91953.0,Low,No,
JZ,2022-11-01,0.8284,1.817,1440612,,91953.0,Low,No,
JZ,2022-12-01,0.811,2.432,1441601,,91953.0,Low,No,
JZ,2023-01-01,0.8448,1.498,1414974,,91953.0,Low,No,
JZ,2023-02-01,0.8388,1.593,1264932,,91953.0,Low,No,
JZ,2023-03-01,0.8369,1.46,1652490,,91953.0,Low,No,
JZ,2023-04-01,0.8435,1.298,1417982,,91953.0,Low,No,
JZ,2023-05-01,0.8243,2.01,1561144,,91953.0,Low,No,
JZ,2023-06-01,0.8332,1.41,1521337,,91953.0,Low,No,
JZ,2023-07-01,0.8156,2.012,1369366,,91953.0,Low,No,
JZ,2023-08-01,0.8423,1.353,1427679,,91953.0,Low,No,
JZ,2023-09-01,0.8276,1.803,1194789,,91953.0,Low,No,
JZ,2023-10-01,0.7963,3.411,1579569,,91953.0,Low,No,
JZ,2023-11-01,0.8035,2.014,1501594,,91953.0,Low,No,
JZ,2023-12-01,0.8068,2.314,1441901,,91953.0,Low,No,
JZ,2024-01-01,0.8262,1.832,1389249,,91953.0,Low,No,
JZ,2024-02-01,0.8299,1.708,1156400,,91953.0,Low,No,
JZ,2024-03-01,0.8219,2.059,1434371,,91953.0,Low,No,
JZ,2024-04-01,0.8182,1.84,1560058,,91953.0,Low,No,
JZ,2024-05-01,0.8043,2.061,1470883,,91953.0,Low,No,
JZ,2024-06-01,0.8165,1.824,1375997,,91953.0,Low,No,
JZ,2024-07-01,0.836,1.518,1503164,,91953.0,Low,No,
JZ,2024-08-01,0.8286,1.681,1284552,,91953.0,Low,No,
JZ,2024-09-01,0.8204,1.766,1431550,0.8224,91953.0,Low,No,
JZ,2024-10-01,0.8208,1.866,1663526,0.8157,91953.0,Low,No,
JZ,2024-11-01,0.7855,3.647,1511028,0.8275,91953.0,Low,No,
JZ,2024-12-01,0.7903,2.157,1563652,0.8646,91953.0,Low,No,
JZ,2025-01-01,0.8262,1.651,1755126,0.8988,91953.0,Low,No,
JZ,2025-02-01,0.8192,1.656,1498258,0.9111,91953.0,Low,No,
JZ,2025-03-01,0.8074,1.983,1676291,0.8892,91953.0,Low,No,
JZ,2025-04-01,0.8284,1.4,1866173,0.9393,91953.0,Low,No,
JZ,2025-05-01,0.821,1.735,1798489,0.9162,91953.0,Low,No,
JZ,2025-06-01,0.7941,1.964,1719963,0.8954,91953.0,Low,No,
JZ,2025-07-01,0.8271,1.571,1876188,0.9039,91953.0,Low,No,
JZ,2025-08-01,0.8317,1.582,1694091,0.8844,91953.0,Low,No,
JZ,2025-09-01,0.8341,1.704,1667056,0.9264,91953.0,Low,No,
JZ,2025-10-01,0.821,1.942,2128547,0.9096,91953.0,Low,No,
JZ,2025-11-01,0.8385,1.713,1781385,0.9295,91953.0,Low,No,
JZ,2025-12-01,0.8135,1.852,2071751,0.9067,91953.0,Low,No,
JZ,2026-01-01,0.7888,2.392,1744541,0.8703,91953.0,Low,No,
JZ,2026-02-01,0.7913,2.265,1544470,0.8755,91953.0,Low,No,
JZ,2026-03-01,0.8048,2.441,1962707,0.8722,91953.0,Low,No,
L,2017-03-01,0.921,1.475,4623749,0.9263,110748.0,Medium,Yes,2012-02-01
L,2017-04-01,0.9204,1.534,4278667,0.9411,110748.0,Medium,Yes,2012-02-01
L,2017-05-01,0.929,1.176,4729402,0.9349,110748.0,Medium,Yes,2012-02-01
L,2017-06-01,0.9373,1.074,4728995,0.956,110748.0,Medium,Yes,2012-02-01
L,2017-07-01,0.9405,1.0,3664824,0.9617,110748.0,Medium,Yes,2012-02-01
L,2017-08-01,0.9293,1.204,4223640,0.9258,110748.0,Medium,Yes,2012-02-01
L,2017-09-01,0.9054,2.241,3917748,0.9285,110748.0,Medium,Yes,2012-02-01
L,2017-10-01,0.9165,1.396,5051323,0.9283,110748.0,Medium,Yes,2012-02-01
L,2017-11-01,0.9277,1.195,4982338,0.9664,110748.0,Medium,Yes,2012-02-01
L,2017-12-01,0.9037,1.737,4820676,0.9212,110748.0,Medium,Yes,2012-02-01
L,2018-01-01,0.8649,3.366,4883996,0.8492,110748.0,Medium,Yes,2012-02-01
L,2018-02-01,0.8996,1.892,4199317,0.9063,110748.0,Medium,Yes,2012-02-01
L,2018-03-01,0.8855,2.749,4963666,0.8931,110748.0,Medium,Yes,2012-02-01
L,2018-04-01,0.9274,1.273,4584302,0.9312,110748.0,Medium,Yes,2012-02-01
L,2018-05-01,0.9309,1.19,4710203,0.9202,110748.0,Medium,Yes,2012-02-01
L,2018-06-01,0.9246,1.872,5083250,0.9255,110748.0,Medium,Yes,2012-02-01
L,2018-07-01,0.907,1.668,4553163,0.8876,110748.0,Medium,Yes,2012-02-01
L,2018-08-01,0.9479,0.976,4244505,0.9111,110748.0,Medium,Yes,2012-02-01
L,2018-09-01,0.9546,0.916,3415649,0.9259,110748.0,Medium,Yes,2012-02-01
L,2018-10-01,0.904,1.733,4658061,0.9316,110748.0,Medium,Yes,2012-02-01
L,2018-11-01,0.9383,1.047,4410057,0.9496,110748.0,Medium,Yes,2012-02-01
L,2018-12-01,0.9314,1.081,4094384,0.9004,110748.0,Medium,Yes,2012-02-01
L,2019-01-01,0.9074,2.263,4419545,0.9021,110748.0,Medium,Yes,2012-02-01
L,2019-02-01,0.8799,2.052,3456315,0.8753,110748.0,Medium,Yes,2012-02-01
L,2019-03-01,0.9097,2.047,4203616,0.9075,110748.0,Medium,Yes,2012-02-01
L,2019-04-01,0.931,2.071,4282313,0.9119,110748.0,Medium,Yes,2012-02-01
L,2019-05-01,0.908,1.735,4136623,0.9285,110748.0,Medium,Yes,2012-02-01
L,2019-06-01,0.9261,1.882,3995070,0.9462,110748.0,Medium,Yes,2012-02-01
L,2019-07-01,0.9451,0.937,4148239,0.9196,110748.0,Medium,Yes,2012-02-01
L,2019-08-01,0.9192,1.727,4047789,0.9227,110748.0,Medium,Yes,2012-02-01
L,2019-09-01,0.9397,1.006,3528264,0.9153,110748.0,Medium,Yes,2012-02-01
L,2019-10-01,0.9511,0.892,4651502,0.939,110748.0,Medium,Yes,2012-02-01
L,2019-11-01,0.9446,0.949,4019550,0.9472,110748.0,Medium,Yes,2012-02-01
L,2019-12-01,0.9393,0.975,4153454,0.9577,110748.0,Medium,Yes,2012-02-01
L,2020-01-01,0.938,1.044,4472037,0.9415,110748.0,Medium,Yes,2012-02-01
L,2020-02-01,0.9102,1.58,3579573,0.9253,110748.0,Medium,Yes,2012-02-01
L,2020-03-01,0.8768,2.525,1959553,0.9286,110748.0,Medium,Yes,2012-02-01
L,2020-04-01,0.8388,0.38,145292,0.9638,110748.0,Medium,Yes,2012-02-01
L,2020-05-01,0.836,0.211,267786,0.9729,110748.0,Medium,Yes,2012-02-01
L,2020-06-01,0.8727,-0.123,569434,0.9599,110748.0,Medium,Yes,2012-02-01
L,2020-07-01,0.9623,0.485,728211,0.9515,110748.0,Medium,Yes,2012-02-01
L,2020-08-01,0.9705,0.315,804067,0.9564,110748.0,Medium,Yes,2012-02-01
L,2020-09-01,0.9633,0.453,893592,0.9266,110748.0,Medium,Yes,2012-02-01
L,2020-10-01,0.9606,0.492,1267171,0.9547,110748.0,Medium,Yes,2012-02-01
L,2020-11-01,0.9606,0.447,1229446,0.955,110748.0,Medium,Yes,2012-02-01
L,2020-12-01,0.9626,0.416,1305194,0.9294,110748.0,Medium,Yes,2012-02-01
L,2021-01-01,0.9601,0.481,1095331,0.9546,110748.0,Medium,Yes,2012-02-01
L,2021-02-01,0.9262,1.078,1045737,0.8777,110748.0,Medium,Yes,2012-02-01
L,2021-03-01,0.959,0.48,1326500,0.9467,110748.0,Medium,Yes,2012-02-01
L,2021-04-01,0.9637,0.439,1396828,0.9529,110748.0,Medium,Yes,2012-02-01
L,2021-05-01,0.9632,0.485,1299818,0.9529,110748.0,Medium,Yes,2012-02-01
L,2021-06-01,0.9554,0.617,1679383,0.9373,110748.0,Medium,Yes,2012-02-01
L,2021-07-01,0.9652,0.492,1629728,0.9375,110748.0,Medium,Yes,2012-02-01
L,2021-08-01,0.9559,0.582,1862795,0.9174,110748.0,Medium,Yes,2012-02-01
L,2021-09-01,0.9531,0.668,1640350,0.9175,110748.0,Medium,Yes,2012-02-01
L,2021-10-01,0.9533,0.666,2166396,0.924,110748.0,Medium,Yes,2012-02-01
L,2021-11-01,0.9539,0.759,2496377,0.9209,110748.0,Medium,Yes,2012-02-01
L,2021-12-01,0.941,0.815,2556693,0.8806,110748.0,Medium,Yes,2012-02-01
L,2022-01-01,0.9215,0.64,2597538,0.8726,110748.0,Medium,Yes,2012-02-01
L,2022-02-01,0.9091,1.551,1829781,0.8793,110748.0,Medium,Yes,2012-02-01
L,2022-03-01,0.9414,0.985,2572580,0.9046,110748.0,Medium,Yes,2012-02-01
L,2022-04-01,0.9377,0.991,2471505,0.922,110748.0,Medium,Yes,2012-02-01
L,2022-05-01,0.9431,1.116,2482181,0.8915,110748.0,Medium,Yes,2012-02-01
L,2022-06-01,0.9463,0.839,2386520,0.9063,110748.0,Medium,Yes,2012-02-01
L,2022-07-01,0.9435,0.986,2294062,0.9072,110748.0,Medium,Yes,2012-02-01
L,2022-08-01,0.9476,0.82,2603648,0.9091,110748.0,Medium,Yes,2012-02-01
L,2022-09-01,0.9441,0.932,2350805,0.921,110748.0,Medium,Yes,2012-02-01
L,2022-10-01,0.9464,0.875,2918935,0.9372,110748.0,Medium,Yes,2012-02-01
L,2022-11-01,0.9421,0.955,2970494,0.9302,110748.0,Medium,Yes,2012-02-01
L,2022-12-01,0.924,1.585,2996741,0.909,110748.0,Medium,Yes,2012-02-01
L,2023-01-01,0.9099,2.592,2956884,0.9215,110748.0,Medium,Yes,2012-02-01
L,2023-02-01,0.9393,1.192,2598868,0.9548,110748.0,Medium,Yes,2012-02-01
L,2023-03-01,0.9127,1.867,3329442,0.9091,110748.0,Medium,Yes,2012-02-01
L,2023-04-01,0.9458,1.095,2922556,0.9522,110748.0,Medium,Yes,2012-02-01
L,2023-05-01,0.9501,1.086,3203913,0.9428,110748.0,Medium,Yes,2012-02-01
L,2023-06-01,0.9201,1.672,3295949,0.9184,110748.0,Medium,Yes,2012-02-01
L,2023-07-01,0.9432,1.249,2978208,0.931,110748.0,Medium,Yes,2012-02-01
L,2023-08-01,0.943,1.145,3086632,0.9142,110748.0,Medium,Yes,2012-02-01
L,2023-09-01,0.945,1.149,2463453,0.9263,110748.0,Medium,Yes,2012-02-01
L,2023-10-01,0.9396,1.248,3374639,0.9452,110748.0,Medium,Yes,2012-02-01
L,2023-11-01,0.9304,1.29,3251472,0.9276,110748.0,Medium,Yes,2012-02-01
L,2023-12-01,0.9217,1.759,3051682,0.9135,110748.0,Medium,Yes,2012-02-01
L,2024-01-01,0.9147,1.576,2617952,0.9085,110748.0,Medium,Yes,2012-02-01
L,2024-02-01,0.9196,1.345,2290134,0.9202,110748.0,Medium,Yes,2012-02-01
L,2024-03-01,0.9333,1.24,2680999,0.9362,110748.0,Medium,Yes,2012-02-01
L,2024-04-01,0.9161,1.887,2865513,0.8951,110748.0,Medium,Yes,2012-02-01
L,2024-05-01,0.9204,1.4,2679121,0.9195,110748.0,Medium,Yes,2012-02-01
L,2024-06-01,0.9377,1.192,2666256,0.9364,110748.0,Medium,Yes,2012-02-01
L,2024-07-01,0.8936,2.107,2871656,0.8865,110748.0,Medium,Yes,2012-02-01
L,2024-08-01,0.9115,2.178,2481119,0.9208,110748.0,Medium,Yes,2012-02-01
L,2024-09-01,0.9092,2.21,2646484,0.9266,110748.0,Medium,Yes,2012-02-01
L,2024-10-01,0.9324,1.252,3067646,0.9428,110748.0,Medium,Yes,2012-02-01
L,2024-11-01,0.9344,1.227,2873707,0.93,110748.0,Medium,Yes,2012-02-01
L,2024-12-01,0.9057,1.57,2952364,0.9048,110748.0,Medium,Yes,2012-02-01
L,2025-01-01,0.9064,1.666,3890777,0.9154,110748.0,Medium,Yes,2012-02-01
L,2025-02-01,0.8825,2.688,3217659,0.9084,110748.0,Medium,Yes,2012-02-01
L,2025-03-01,0.9331,1.26,3490511,0.9408,110748.0,Medium,Yes,2012-02-01
L,2025-04-01,0.8853,2.606,3889332,0.8827,110748.0,Medium,Yes,2012-02-01
L,2025-05-01,0.8863,2.27,3668403,0.9077,110748.0,Medium,Yes,2012-02-01
L,2025-06-01,0.9063,1.6,3455000,0.8878,110748.0,Medium,Yes,2012-02-01
L,2025-07-01,0.9142,2.141,4061440,0.8959,110748.0,Medium,Yes,2012-02-01
L,2025-08-01,0.928,1.724,3643302,0.9273,110748.0,Medium,Yes,2012-02-01
L,2025-09-01,0.9319,1.382,3525327,0.9294,110748.0,Medium,Yes,2012-02-01
L,2025-10-01,0.8899,2.458,4472021,0.891,110748.0,Medium,Yes,2012-02-01
L,2025-11-01,0.9361,1.424,3748583,0.9124,110748.0,Medium,Yes,2012-02-01
L,2025-12-01,0.9264,1.407,4369486,0.8762,110748.0,Medium,Yes,2012-02-01
L,2026-01-01,0.8669,2.757,3842325,0.8508,110748.0,Medium,Yes,2012-02-01
L,2026-02-01,0.8918,2.039,3349379,0.8694,110748.0,Medium,Yes,2012-02-01
L,2026-03-01,0.8887,3.466,4282023,0.8769,110748.0,Medium,Yes,2012-02-01
M,2017-03-01,0.7561,3.165,3384688,0.6321,104426.0,Low,No,
M,2017-04-01,0.7503,3.776,3024201,0.6191,104426.0,Low,No,
M,2017-05-01,0.7574,3.391,3506374,0.6457,104426.0,Low,No,
M,2017-06-01,0.7519,3.946,3473638,0.6571,104426.0,Low,No,
M,2017-07-01,0.7834,2.566,2475966,0.756,104426.0,Low,No,
M,2017-08-01,0.7725,2.902,2973972,0.7397,104426.0,Low,No,
M,2017-09-01,0.7835,2.636,2363941,0.7459,104426.0,Low,No,
M,2017-10-01,0.7735,3.412,3078535,0.7309,104426.0,Low,No,
M,2017-11-01,0.8079,2.55,3026424,0.7596,104426.0,Low,No,
M,2017-12-01,0.7701,3.466,2301687,0.7604,104426.0,Low,No,
M,2018-01-01,0.7854,2.689,3059051,0.7036,104426.0,Low,No,
M,2018-02-01,0.7828,2.667,2621284,0.724,104426.0,Low,No,
M,2018-03-01,0.8271,2.112,3066585,0.7749,104426.0,Low,No,
M,2018-04-01,0.7978,2.647,2909540,0.7648,104426.0,Low,No,
M,2018-05-01,0.8064,2.488,2893465,0.643,104426.0,Low,No,
M,2018-06-01,0.8254,1.919,3031509,0.6355,104426.0,Low,No,
M,2018-07-01,0.8135,2.219,2798608,0.583,104426.0,Low,No,
M,2018-08-01,0.8107,2.389,3151495,0.6182,104426.0,Low,No,
M,2018-09-01,0.802,2.804,2600750,0.661,104426.0,Low,No,
M,2018-10-01,0.8012,2.691,3438437,0.6627,104426.0,Low,No,
M,2018-11-01,0.7613,3.259,3370848,0.5645,104426.0,Low,No,
M,2018-12-01,0.7623,2.985,2752724,0.665,104426.0,Low,No,
M,2019-01-01,0.8005,2.636,3439564,0.7003,104426.0,Low,No,
M,2019-02-01,0.8028,2.657,2942181,0.684,104426.0,Low,No,
M,2019-03-01,0.8133,2.287,3371606,0.7048,104426.0,Low,No,
M,2019-04-01,0.8344,2.064,3544503,0.771,104426.0,Low,No,
M,2019-05-01,0.8243,2.205,3485195,0.7505,104426.0,Low,No,
M,2019-06-01,0.832,2.155,3319564,0.8013,104426.0,Low,No,
M,2019-07-01,0.8464,1.934,3520469,0.775,104426.0,Low,No,
M,2019-08-01,0.8357,2.181,3444938,0.7161,104426.0,Low,No,
M,2019-09-01,0.8359,1.889,3074824,0.8119,104426.0,Low,No,
M,2019-10-01,0.8258,1.988,4035090,0.8094,104426.0,Low,No,
M,2019-11-01,0.8183,2.049,3517053,0.8329,104426.0,Low,No,
M,2019-12-01,0.8154,2.054,3681185,0.8288,104426.0,Low,No,
M,2020-01-01,0.8038,2.578,3803468,0.8291,104426.0,Low,No,
M,2020-02-01,0.8097,2.21,2952405,0.8618,104426.0,Low,No,
M,2020-03-01,0.8301,1.978,1656055,0.8703,104426.0,Low,No,
M,2020-04-01,0.7707,2.412,110591,0.7452,104426.0,Low,No,
M,2020-05-01,0.8551,0.281,192076,0.9813,104426.0,Low,No,
M,2020-06-01,0.8389,1.138,492544,0.9549,104426.0,Low,No,
M,2020-07-01,0.8287,1.329,644827,0.9324,104426.0,Low,No,
M,2020-08-01,0.8375,1.193,761812,0.9462,104426.0,Low,No,
M,2020-09-01,0.84,1.087,775206,0.9515,104426.0,Low,No,
M,2020-10-01,0.8346,1.504,1081820,0.9508,104426.0,Low,No,
M,2020-11-01,0.8437,1.079,1017678,0.9481,104426.0,Low,No,
M,2020-12-01,0.8478,1.087,926632,0.9477,104426.0,Low,No,
M,2021-01-01,0.8195,1.717,960004,0.8923,104426.0,Low,No,
M,2021-02-01,0.8278,1.979,887471,0.8962,104426.0,Low,No,
M,2021-03-01,0.8384,1.425,1129060,0.931,104426.0,Low,No,
M,2021-04-01,0.8219,1.428,1151827,0.9323,104426.0,Low,No,
M,2021-05-01,0.8212,1.597,1026353,0.9079,104426.0,Low,No,
M,2021-06-01,0.7763,2.826,1274371,0.8446,104426.0,Low,No,
M,2021-07-01,0.8002,2.039,1232689,0.8424,104426.0,Low,No,
M,2021-08-01,0.7854,2.119,1396427,0.8399,104426.0,Low,No,
M,2021-09-01,0.7816,2.473,1241568,0.8325,104426.0,Low,No,
M,2021-10-01,0.7923,2.196,1628747,0.8337,104426.0,Low,No,
M,2021-11-01,0.8007,2.166,1864408,0.8343,104426.0,Low,No,
M,2021-12-01,0.7931,2.047,1891879,0.8044,104426.0,Low,No,
M,2022-01-01,0.8236,1.263,1880759,0.8315,104426.0,Low,No,
M,2022-02-01,0.8115,1.7,1316743,0.8284,104426.0,Low,No,
M,2022-03-01,0.7991,2.288,1975602,0.8357,104426.0,Low,No,
M,2022-04-01,0.7951,2.263,1955465,0.8382,104426.0,Low,No,
M,2022-05-01,0.7959,2.331,1956386,0.8587,104426.0,Low,No,
M,2022-06-01,0.7764,2.777,2021588,0.7617,104426.0,Low,No,
M,2022-07-01,0.766,2.42,1895697,0.805,104426.0,Low,No,
M,2022-08-01,0.7794,2.388,2050572,0.8145,104426.0,Low,No,
M,2022-09-01,0.781,2.429,1799728,0.8311,104426.0,Low,No,
M,2022-10-01,0.787,2.47,2203044,0.8446,104426.0,Low,No,
M,2022-11-01,0.7779,2.567,2230907,0.8363,104426.0,Low,No,
M,2022-12-01,0.7854,2.414,1882810,0.8494,104426.0,Low,No,
M,2023-01-01,0.8102,1.922,2203489,0.8777,104426.0,Low,No,
M,2023-02-01,0.8135,1.734,1596652,0.8972,104426.0,Low,No,
M,2023-03-01,0.7787,2.791,2488710,0.8384,104426.0,Low,No,
M,2023-04-01,0.8173,1.81,2127361,0.8961,104426.0,Low,No,
M,2023-05-01,0.8032,1.948,2366368,0.8287,104426.0,Low,No,
M,2023-06-01,0.7964,2.134,2414813,0.8279,104426.0,Low,No,
M,2023-07-01,0.7982,1.993,2164807,0.8793,104426.0,Low,No,
M,2023-08-01,0.8168,1.617,2033247,0.8961,104426.0,Low,No,
M,2023-09-01,0.8456,1.129,881639,0.9115,104426.0,Low,No,
M,2023-10-01,0.8424,2.036,1181472,0.9339,104426.0,Low,No,
M,2023-11-01,0.8544,0.809,1142850,0.9342,104426.0,Low,No,
M,2023-12-01,0.7967,1.857,1087982,0.8985,104426.0,Low,No,
M,2024-01-01,0.8386,1.55,1035577,0.9262,104426.0,Low,No,
M,2024-02-01,0.8187,1.745,753468,0.9401,104426.0,Low,No,
M,2024-03-01,0.8439,1.535,1030314,0.9462,104426.0,Low,No,
M,2024-04-01,0.8491,1.128,1900532,0.8047,104426.0,Low,No,
M,2024-05-01,0.7976,2.168,1967010,0.8411,104426.0,Low,No,
M,2024-06-01,0.8006,2.201,1891357,0.8493,104426.0,Low,No,
M,2024-07-01,0.7966,2.062,1984027,0.8201,104426.0,Low,No,
M,2024-08-01,0.8051,1.904,1733388,0.838,104426.0,Low,No,
M,2024-09-01,0.7801,2.585,1872611,0.8352,104426.0,Low,No,
M,2024-10-01,0.8155,1.655,2180939,0.857,104426.0,Low,No,
M,2024-11-01,0.7912,2.865,2044398,0.8737,104426.0,Low,No,
M,2024-12-01,0.7961,1.997,2132370,0.8865,104426.0,Low,No,
M,2025-01-01,0.8021,1.862,2687172,0.9218,104426.0,Low,No,
M,2025-02-01,0.7876,2.095,2285416,0.8635,104426.0,Low,No,
M,2025-03-01,0.8138,1.818,2523167,0.8682,104426.0,Low,No,
M,2025-04-01,0.816,2.01,2885884,0.869,104426.0,Low,No,
M,2025-05-01,0.8098,1.939,2762656,0.8757,104426.0,Low,No,
M,2025-06-01,0.8283,1.729,2568547,0.8504,104426.0,Low,No,
M,2025-07-01,0.7804,3.229,2759331,0.8114,104426.0,Low,No,
M,2025-08-01,0.8127,2.069,2554358,0.8772,104426.0,Low,No,
M,2025-09-01,0.8257,1.778,2470483,0.9067,104426.0,Low,No,
M,2025-10-01,0.8041,2.215,3087617,0.8609,104426.0,Low,No,
M,2025-11-01,0.8297,1.827,2594415,0.9116,104426.0,Low,No,
M,2025-12-01,0.8261,1.765,3295157,0.8647,104426.0,Low,No,
M,2026-01-01,0.8066,2.114,2796707,0.8631,104426.0,Low,No,
M,2026-02-01,0.7744,2.761,2380286,0.8295,104426.0,Low,No,
M,2026-03-01,0.7979,2.687,3011188,0.8468,104426.0,Low,No,
N,2017-03-01,0.7802,2.841,3591898,0.5362,129348.0,High,No,
N,2017-04-01,0.7894,2.75,3210991,0.5109,129348.0,High,No,
N,2017-05-01,0.7797,3.249,3694527,0.5092,129348.0,High,No,
N,2017-06-01,0.7985,2.518,3643333,0.4633,129348.0,High,No,
N,2017-07-01,0.8205,2.199,3229609,0.5596,129348.0,High,No,
N,2017-08-01,0.8145,2.65,3488524,0.5131,129348.0,High,No,
N,2017-09-01,0.7935,2.659,3002516,0.5394,129348.0,High,No,
N,2017-10-01,0.8062,2.452,3685823,0.6275,129348.0,High,No,
N,2017-11-01,0.8192,2.097,3411110,0.651,129348.0,High,No,
N,2017-12-01,0.8102,2.111,3275429,0.6378,129348.0,High,No,
N,2018-01-01,0.7655,3.197,3594882,0.5473,129348.0,High,No,
N,2018-02-01,0.7756,3.221,3061116,0.5637,129348.0,High,No,
N,2018-03-01,0.8066,2.325,3555568,0.591,129348.0,High,No,
N,2018-04-01,0.8262,2.09,3633798,0.662,129348.0,High,No,
N,2018-05-01,0.8098,2.357,3931781,0.5923,129348.0,High,No,
N,2018-06-01,0.8184,2.104,3663760,0.5253,129348.0,High,No,
N,2018-07-01,0.8404,1.753,3511108,0.5826,129348.0,High,No,
N,2018-08-01,0.7649,2.899,3961013,0.535,129348.0,High,No,
N,2018-09-01,0.7683,2.71,3178901,0.5474,129348.0,High,No,
N,2018-10-01,0.7735,2.797,4145751,0.5766,129348.0,High,No,
N,2018-11-01,0.769,3.059,3916248,0.6078,129348.0,High,No,
N,2018-12-01,0.7889,2.617,3654792,0.6266,129348.0,High,No,
N,2019-01-01,0.8285,2.109,4032125,0.6713,129348.0,High,No,
N,2019-02-01,0.7975,2.516,3035156,0.6717,129348.0,High,No,
N,2019-03-01,0.8296,2.075,3442355,0.7215,129348.0,High,No,
N,2019-04-01,0.8092,2.54,3895530,0.6914,129348.0,High,No,
N,2019-05-01,0.8324,2.032,3934552,0.7276,129348.0,High,No,
